"","SampleDate","Chla_ugL","CRB","TotPext_kgday"
"1",2012-02-22,14.4,19.006,15.0953977975177
"2",2012-02-23,14.6285714285714,18.85825,15.6419386673861
"3",2012-02-24,14.8571428571429,18.7105,16.1884795372546
"4",2012-02-25,15.0857142857143,18.56275,16.735020407123
"5",2012-02-26,15.3142857142857,18.415,17.2815612769915
"6",2012-02-27,15.5428571428571,18.26725,17.8281021468599
"7",2012-02-28,15.7714285714286,18.1195,18.3746430167283
"8",2012-02-29,16,17.97175,18.9211838865968
"9",2012-03-01,16.2285714285714,17.824,19.4677247564652
"10",2012-03-02,16.4571428571429,17.67625,20.0142656263337
"11",2012-03-03,16.6857142857143,17.5285,20.5608064962021
"12",2012-03-04,16.9142857142857,17.38075,21.1073473660705
"13",2012-03-05,17.1428571428571,17.233,21.653888235939
"14",2012-03-06,17.3714285714286,17.08525,22.2004291058074
"15",2012-03-07,17.6,16.9375,22.7469699756758
"16",2012-03-08,17.8285714285714,16.78975,23.2935108455443
"17",2012-03-09,18.0571428571429,16.642,23.8400517154127
"18",2012-03-10,18.2857142857143,16.49425,24.3865925852812
"19",2012-03-11,18.5142857142857,16.3465,24.9331334551496
"20",2012-03-12,18.7428571428571,16.19875,25.479674325018
"21",2012-03-13,18.9714285714286,16.051,26.0262151948865
"22",2012-03-14,19.2,15.90325,26.5727560647549
"23",2012-03-15,19.4285714285714,15.7555,27.1192969346234
"24",2012-03-16,19.6571428571429,15.60775,27.6658378044918
"25",2012-03-17,19.8857142857143,15.46,28.2123786743602
"26",2012-03-18,20.1142857142857,15.31225,28.7589195442287
"27",2012-03-19,20.3428571428571,15.1645,29.3054604140971
"28",2012-03-20,20.5714285714286,15.01675,29.8520012839656
"29",2012-03-21,20.8,14.869,30.398542153834
"30",2012-03-22,20.2326530612245,15.078,29.9258746891724
"31",2012-03-23,19.665306122449,15.287,29.4532072245108
"32",2012-03-24,19.0979591836735,15.496,28.9805397598491
"33",2012-03-25,18.530612244898,15.705,28.5078722951875
"34",2012-03-26,17.9632653061225,15.914,28.0352048305259
"35",2012-03-27,17.395918367347,16.123,27.5625373658643
"36",2012-03-28,16.8285714285715,16.332,27.0898699012027
"37",2012-03-29,16.2612244897959,16.541,26.617202436541
"38",2012-03-30,15.6938775510204,16.75,26.1445349718794
"39",2012-03-31,15.1265306122449,16.959,25.6718675072178
"40",2012-04-01,14.5591836734694,17.168,25.1992000425562
"41",2012-04-02,13.9918367346939,17.377,24.7265325778945
"42",2012-04-03,13.4244897959184,17.586,24.2538651132329
"43",2012-04-04,12.8571428571429,17.795,23.7811976485713
"44",2012-04-05,11.9142857142858,17.8998461538462,24.5731345865777
"45",2012-04-06,10.9714285714286,18.0046923076923,25.3650715245841
"46",2012-04-07,10.0285714285715,18.1095384615385,26.1570084625906
"47",2012-04-08,9.08571428571432,18.2143846153846,26.948945400597
"48",2012-04-09,8.14285714285717,18.3192307692308,27.7408823386034
"49",2012-04-10,7.20000000000002,18.4240769230769,28.5328192766098
"50",2012-04-11,6.25714285714288,18.5289230769231,29.3247562146163
"51",2012-04-12,5.31428571428573,18.6337692307692,30.1166931526227
"52",2012-04-13,4.37142857142858,18.7386153846154,30.9086300906291
"53",2012-04-14,3.42857142857144,18.8434615384615,31.7005670286355
"54",2012-04-15,2.48571428571429,18.9483076923077,32.492503966642
"55",2012-04-16,1.54285714285714,19.0531538461538,33.2844409046484
"56",2012-04-17,0.6,19.158,34.0763778426548
"57",2012-04-18,0.592857142857143,21.7184285714286,33.4147073525432
"58",2012-04-19,0.585714285714286,24.2788571428571,32.7530368624317
"59",2012-04-20,0.578571428571429,26.8392857142857,32.0913663723201
"60",2012-04-21,0.571428571428571,29.3997142857143,31.4296958822085
"61",2012-04-22,0.564285714285714,31.9601428571429,30.768025392097
"62",2012-04-23,0.557142857142857,34.5205714285714,30.1063549019854
"63",2012-04-24,0.55,37.081,29.4446844118739
"64",2012-04-25,0.542857142857143,39.6414285714286,28.7830139217623
"65",2012-04-26,0.535714285714286,42.2018571428571,28.1213434316507
"66",2012-04-27,0.528571428571429,44.7622857142857,27.4596729415392
"67",2012-04-28,0.521428571428571,47.3227142857143,26.7980024514276
"68",2012-04-29,0.514285714285714,49.8831428571429,26.136331961316
"69",2012-04-30,0.507142857142857,52.4435714285714,25.4746614712045
"70",2012-05-01,0.5,55.004,24.8129909810929
"71",2012-05-02,0.607692307692308,52.0370769230769,24.6146811641524
"72",2012-05-03,0.715384615384615,49.0701538461538,24.4163713472119
"73",2012-05-04,0.823076923076923,46.1032307692308,24.2180615302715
"74",2012-05-05,0.930769230769231,43.1363076923077,24.019751713331
"75",2012-05-06,1.03846153846154,40.1693846153846,23.8214418963905
"76",2012-05-07,1.14615384615385,37.2024615384615,23.62313207945
"77",2012-05-08,1.25384615384615,34.2355384615385,23.4248222625096
"78",2012-05-09,1.36153846153846,31.2686153846154,23.2265124455691
"79",2012-05-10,1.46923076923077,28.3016923076923,23.0282026286286
"80",2012-05-11,1.57692307692308,25.3347692307692,22.8298928116881
"81",2012-05-12,1.68461538461538,22.3678461538462,22.6315829947477
"82",2012-05-13,1.79230769230769,19.4009230769231,22.4332731778072
"83",2012-05-14,1.9,16.434,22.2349633608667
"84",2012-05-15,1.82666666666667,18.3424666666667,22.3283409061949
"85",2012-05-16,1.75333333333333,20.2509333333333,22.421718451523
"86",2012-05-17,1.68,22.1594,22.5150959968512
"87",2012-05-18,1.60666666666667,24.0678666666667,22.6084735421793
"88",2012-05-19,1.53333333333333,25.9763333333333,22.7018510875075
"89",2012-05-20,1.46,27.8848,22.7952286328356
"90",2012-05-21,1.38666666666667,29.7932666666667,22.8886061781638
"91",2012-05-22,1.31333333333333,31.7017333333333,22.9819837234919
"92",2012-05-23,1.24,33.6102,23.0753612688201
"93",2012-05-24,1.16666666666667,35.5186666666667,23.1687388141482
"94",2012-05-25,1.09333333333333,37.4271333333333,23.2621163594764
"95",2012-05-26,1.02,39.3356,23.3554939048045
"96",2012-05-27,0.946666666666667,41.2440666666667,23.4488714501327
"97",2012-05-28,0.873333333333333,43.1525333333333,23.5422489954608
"98",2012-05-29,0.8,45.061,23.635626540789
"99",2012-05-30,1.03846153846154,44.2416153846154,23.8875568097057
"100",2012-05-31,1.27692307692308,43.4222307692308,24.1394870786224
"101",2012-06-01,1.51538461538462,42.6028461538462,24.391417347539
"102",2012-06-02,1.75384615384615,41.7834615384615,24.6433476164557
"103",2012-06-03,1.99230769230769,40.9640769230769,24.8952778853724
"104",2012-06-04,2.23076923076923,40.1446923076923,25.1472081542891
"105",2012-06-05,2.46923076923077,39.3253076923077,25.3991384232057
"106",2012-06-06,2.70769230769231,38.5059230769231,25.6510686921224
"107",2012-06-07,2.94615384615385,37.6865384615385,25.9029989610391
"108",2012-06-08,3.18461538461538,36.8671538461538,26.1549292299558
"109",2012-06-09,3.42307692307692,36.0477692307692,26.4068594988724
"110",2012-06-10,3.66153846153846,35.2283846153846,26.6587897677891
"111",2012-06-11,3.9,34.409,26.9107200367058
"112",2012-06-12,4.06428571428571,38.8310714285714,26.3436716075
"113",2012-06-13,4.22857142857143,43.2531428571429,25.7766231782941
"114",2012-06-14,4.39285714285714,47.6752142857143,25.2095747490883
"115",2012-06-15,4.55714285714286,52.0972857142857,24.6425263198825
"116",2012-06-16,4.72142857142857,56.5193571428571,24.0754778906766
"117",2012-06-17,4.88571428571429,60.9414285714286,23.5084294614708
"118",2012-06-18,5.05,65.3635,22.9413810322649
"119",2012-06-19,5.21428571428571,69.7855714285714,22.3743326030591
"120",2012-06-20,5.37857142857143,74.2076428571429,21.8072841738533
"121",2012-06-21,5.54285714285714,78.6297142857143,21.2402357446474
"122",2012-06-22,5.70714285714286,83.0517857142857,20.6731873154416
"123",2012-06-23,5.87142857142857,87.4738571428571,20.1061388862358
"124",2012-06-24,6.03571428571429,91.8959285714286,19.5390904570299
"125",2012-06-25,6.2,96.318,18.9720420278241
"126",2012-06-26,5.89333333333333,96.2536666666667,19.4051654127035
"127",2012-06-27,5.58666666666667,96.1893333333333,19.8382887975829
"128",2012-06-28,5.28,96.125,20.2714121824623
"129",2012-06-29,4.97333333333333,96.0606666666667,20.7045355673416
"130",2012-06-30,4.66666666666667,95.9963333333333,21.137658952221
"131",2012-07-01,4.36,95.932,21.5707823371004
"132",2012-07-02,4.05333333333333,95.8676666666667,22.0039057219798
"133",2012-07-03,3.74666666666667,95.8033333333333,22.4370291068592
"134",2012-07-04,3.44,95.739,22.8701524917386
"135",2012-07-05,3.13333333333333,95.6746666666667,23.303275876618
"136",2012-07-06,2.82666666666667,95.6103333333333,23.7363992614974
"137",2012-07-07,2.52,95.546,24.1695226463767
"138",2012-07-08,2.21333333333333,95.4816666666667,24.6026460312561
"139",2012-07-09,1.90666666666667,95.4173333333333,25.0357694161355
"140",2012-07-10,1.6,95.353,25.4688928010149
"141",2012-07-11,1.77692307692308,95.2462307692308,26.9409899547753
"142",2012-07-12,1.95384615384615,95.1394615384615,28.4130871085358
"143",2012-07-13,2.13076923076923,95.0326923076923,29.8851842622962
"144",2012-07-14,2.30769230769231,94.9259230769231,31.3572814160567
"145",2012-07-15,2.48461538461538,94.8191538461538,32.8293785698171
"146",2012-07-16,2.66153846153846,94.7123846153846,34.3014757235775
