Source,Site_ID,datetime,Qout_cfs,Qout_cfs_code,USGS_MeanSRP_mgL,USGS_MeanSRP_mgL_code,USGS_MeanTotP_mgL,USGS_MeanTotP_mgL_code,USGS_MeanSRP_lbday,USGS_MeanSRP_lbday_code,USGS_MeanTotP_lbday,USGS_MeanTotP_lbday_code
USGS,5427910,7/26/2012,24.3,A:e,0.12,A,0.304,A,15.7,A,41.8,A
USGS,5427910,7/27/2012,15.1,A:e,0.0907,A,0.271,A,7.4,A,22.2,A
USGS,5427910,7/28/2012,12.5,A:e,0.0897,A,0.228,A,6.08,A,15.5,A
USGS,5427910,7/29/2012,12.2,A:e,0.0895,A,0.202,A,5.9,A,13.3,A
USGS,5427910,7/30/2012,11.1,A:e,0.0893,A,0.195,A,5.37,A,11.7,A
USGS,5427910,7/31/2012,11.4,A:e,0.0891,A,0.19,A,5.5,A,11.7,A
USGS,5427910,8/1/2012,11.9,A:e,0.0888,A,0.185,A,5.72,A,11.9,A
USGS,5427910,8/2/2012,11.1,A:e,0.0886,A,0.181,A,5.33,A,10.9,A
USGS,5427910,8/3/2012,11.5,A:e,0.0884,A,0.176,A,5.49,A,11,A
USGS,5427910,8/4/2012,11,A:e,0.0882,A,0.172,A,5.17,A,10.1,A
USGS,5427910,8/5/2012,10.3,A:e,0.088,A,0.168,A,4.88,A,9.31,A
USGS,5427910,8/6/2012,10,A:e,0.0877,A,0.164,A,4.76,A,8.87,A
USGS,5427910,8/7/2012,10.3,A:e,0.0875,A,0.16,A,4.88,A,8.9,A
USGS,5427910,8/8/2012,10.2,A,0.0873,A,0.156,A,4.81,A,8.56,A
USGS,5427910,8/9/2012,9.8,A,0.0871,A,0.152,A,4.61,A,8.03,A
USGS,5427910,8/10/2012,10.9,A,0.0869,A,0.148,A,5.1,A,8.69,A
USGS,5427910,8/11/2012,10.4,A,0.0866,A,0.144,A,4.87,A,8.12,A
USGS,5427910,8/12/2012,10.1,A,0.0864,A,0.141,A,4.72,A,7.69,A
USGS,5427910,8/13/2012,9.93,A,0.0862,A,0.137,A,4.62,A,7.37,A
USGS,5427910,8/14/2012,10.2,A,0.086,A,0.134,A,4.72,A,7.37,A
USGS,5427910,8/15/2012,10.5,A,0.0859,A,0.133,A,4.86,A,7.53,A
USGS,5427910,8/16/2012,11.9,A,0.0859,A,0.132,A,5.51,A,8.49,A
USGS,5427910,8/17/2012,11.1,A,0.0858,A,0.131,A,5.14,A,7.88,A
USGS,5427910,8/18/2012,10.9,A,0.0858,A,0.131,A,5.07,A,7.72,A
USGS,5427910,8/19/2012,10.7,A,0.0857,A,0.13,A,4.97,A,7.53,A
USGS,5427910,8/20/2012,10.5,A,0.0856,A,0.129,A,4.88,A,7.34,A
USGS,5427910,8/21/2012,9.73,A,0.0856,A,0.128,A,4.5,A,6.74,A
USGS,5427910,8/22/2012,9.73,A,0.0855,A,0.127,A,4.49,A,6.69,A
USGS,5427910,8/23/2012,10.2,A,0.0855,A,0.127,A,4.73,A,7,A
USGS,5427910,8/24/2012,9.98,A,0.0854,A,0.126,A,4.6,A,6.78,A
USGS,5427910,8/25/2012,9.96,A,0.0854,A,0.125,A,4.59,A,6.72,A
USGS,5427910,8/26/2012,9.49,A,0.0853,A,0.124,A,4.37,A,6.37,A
USGS,5427910,8/27/2012,10.3,A,0.0852,A,0.123,A,4.74,A,6.86,A
USGS,5427910,8/28/2012,10,A,0.0852,A,0.123,A,4.62,A,6.66,A
USGS,5427910,8/29/2012,10.6,A,0.0851,A,0.122,A,4.87,A,6.97,A
USGS,5427910,8/30/2012,11.2,A,0.0851,A,0.121,A,5.14,A,7.32,A
USGS,5427910,8/31/2012,9.78,A,0.085,A,0.12,A,4.49,A,6.36,A
USGS,5427910,9/1/2012,9.11,A,0.085,A,0.12,A,4.18,A,5.88,A
USGS,5427910,9/2/2012,9.59,A,0.0849,A,0.119,A,4.4,A,6.15,A
USGS,5427910,9/3/2012,10.2,A,0.0848,A,0.118,A,4.66,A,6.49,A
USGS,5427910,9/4/2012,10.3,A,0.0848,A,0.117,A,4.73,A,6.55,A
USGS,5427910,9/5/2012,10.3,A,0.0847,A,0.117,A,4.72,A,6.5,A
USGS,5427910,9/6/2012,9.54,A,0.0847,A,0.116,A,4.36,A,5.97,A
USGS,5427910,9/7/2012,8.66,A,0.0846,A,0.115,A,3.96,A,5.38,A
USGS,5427910,9/8/2012,8.77,A,0.0846,A,0.114,A,4.01,A,5.42,A
USGS,5427910,9/9/2012,11,A,0.0845,A,0.114,A,5.02,A,6.76,A
USGS,5427910,9/10/2012,10.9,A,0.0844,A,0.113,A,4.98,A,6.66,A
USGS,5427910,9/11/2012,11.3,A,0.0844,A,0.112,A,5.17,A,6.88,A
USGS,5427910,9/12/2012,10.1,A,0.0843,A,0.112,A,4.61,A,6.1,A
USGS,5427910,9/13/2012,8.23,A,0.0843,A,0.111,A,3.74,A,4.92,A
USGS,5427910,9/14/2012,8.54,A,0.0842,A,0.11,A,3.88,A,5.08,A
USGS,5427910,9/15/2012,8.46,A,0.0842,A,0.109,A,3.84,A,5,A
USGS,5427910,9/16/2012,8.72,A,0.0841,A,0.109,A,3.96,A,5.12,A
USGS,5427910,9/17/2012,7.59,A,0.084,A,0.108,A,3.44,A,4.42,A
USGS,5427910,9/18/2012,7.46,A,0.084,A,0.105,A,3.38,A,4.24,A
USGS,5427910,9/19/2012,10.2,A,0.084,A,0.105,A,4.64,A,5.8,A
USGS,5427910,9/20/2012,8.44,A,0.084,A,0.105,A,3.83,A,4.78,A
USGS,5427910,9/21/2012,8.34,A,0.084,A,0.105,A,3.78,A,4.73,A
USGS,5427910,9/22/2012,8.78,A,0.084,A,0.105,A,3.98,A,4.98,A
USGS,5427910,9/23/2012,8.42,A,0.084,A,0.105,A,3.82,A,4.77,A
USGS,5427910,9/24/2012,9.21,A,0.084,A,0.105,A,4.18,A,5.22,A
USGS,5427910,9/25/2012,8.64,A,0.084,A,0.105,A,3.92,A,4.9,A
USGS,5427910,9/26/2012,8.38,A,0.084,A,0.105,A,3.8,A,4.75,A
USGS,5427910,9/27/2012,7.83,A,0.084,A,0.105,A,3.55,A,4.44,A
USGS,5427910,9/28/2012,8.44,A,0.084,A,0.105,A,3.83,A,4.78,A
USGS,5427910,9/29/2012,8.13,A,0.084,A,0.105,A,3.69,A,4.61,A
USGS,5427910,9/30/2012,8.8,A,0.084,A,0.105,A,3.98,A,4.97,A
USGS,5427910,10/1/2012,8.2,A,0.084,A,0.105,A,3.71,A,4.63,A
USGS,5427910,10/2/2012,8.3,A,0.084,A,0.105,A,3.76,A,4.71,A
USGS,5427910,10/3/2012,9.06,A,0.084,A,0.105,A,4.11,A,5.14,A
USGS,5427910,10/4/2012,9.06,A,0.084,A,0.105,A,4.11,A,5.13,A
USGS,5427910,10/5/2012,9.35,A,0.084,A,0.105,A,4.24,A,5.3,A
USGS,5427910,10/6/2012,9.13,A,0.084,A,0.105,A,4.14,A,5.17,A
USGS,5427910,10/7/2012,8.76,A,0.084,A,0.105,A,3.97,A,4.97,A
USGS,5427910,10/8/2012,11,A,0.084,A,0.105,A,4.99,A,6.23,A
USGS,5427910,10/9/2012,10.6,A,0.084,A,0.105,A,4.82,A,6.03,A
USGS,5427910,10/10/2012,9.22,A,0.084,A,0.105,A,4.18,A,5.23,A
USGS,5427910,10/11/2012,9.55,A,0.084,A,0.105,A,4.33,A,5.41,A
USGS,5427910,10/12/2012,8.98,A,0.084,A,0.105,A,4.07,A,5.09,A
USGS,5427910,10/13/2012,12.1,A,0.084,A,0.105,A,5.47,A,6.84,A
USGS,5427910,10/14/2012,30.9,A,0.112,A,0.295,A,21.2,A,71.4,A
USGS,5427910,10/15/2012,29.4,A,0.168,A,0.254,A,27,A,42.5,A
USGS,5427910,10/16/2012,16.9,A,0.141,A,0.198,A,12.9,A,18.1,A
USGS,5427910,10/17/2012,15.5,A,0.128,A,0.19,A,10.7,A,16,A
USGS,5427910,10/18/2012,22.8,A,0.113,A,0.166,A,14,A,20.7,A
USGS,5427910,10/19/2012,20,A,0.106,A,0.148,A,11.4,A,16,A
USGS,5427910,10/20/2012,17.1,A,0.103,A,0.14,A,9.46,A,12.9,A
USGS,5427910,10/21/2012,15.2,A,0.102,A,0.14,A,8.38,A,11.5,A
USGS,5427910,10/22/2012,16.6,A,0.104,A,0.149,A,9.43,A,13.6,A
USGS,5427910,10/23/2012,18.9,A,0.107,A,0.153,A,10.9,A,15.5,A
USGS,5427910,10/24/2012,17.7,A,0.0965,A,0.139,A,9.23,A,13.3,A
USGS,5427910,10/25/2012,18.4,A,0.0927,A,0.135,A,9.22,A,13.4,A
USGS,5427910,10/26/2012,20,A,0.0894,A,0.131,A,9.66,A,14.1,A
USGS,5427910,10/27/2012,17.1,A,0.0863,A,0.127,A,7.96,A,11.7,A
USGS,5427910,10/28/2012,16.2,A,0.0833,A,0.123,A,7.3,A,10.8,A
USGS,5427910,10/29/2012,15.6,A,0.0803,A,0.119,A,6.75,A,10,A
USGS,5427910,10/30/2012,13.9,A,0.0775,A,0.116,A,5.84,A,8.72,A
USGS,5427910,10/31/2012,13.4,A,0.0748,A,0.112,A,5.42,A,8.15,A
USGS,5427910,11/1/2012,13.5,A,0.0721,A,0.109,A,5.27,A,7.96,A
USGS,5427910,11/2/2012,13,A,0.0696,A,0.106,A,4.88,A,7.42,A
USGS,5427910,11/3/2012,12.7,A,0.0671,A,0.103,A,4.6,A,7.03,A
USGS,5427910,11/4/2012,12.4,A,0.0648,A,0.0995,A,4.35,A,6.68,A
USGS,5427910,11/5/2012,12.4,A,0.0625,A,0.0966,A,4.18,A,6.46,A
USGS,5427910,11/6/2012,13.3,A,0.0603,A,0.0937,A,4.32,A,6.72,A
USGS,5427910,11/7/2012,12.5,A,0.0582,A,0.0909,A,3.92,A,6.12,A
USGS,5427910,11/8/2012,13.4,A,0.0561,A,0.0882,A,4.05,A,6.37,A
USGS,5427910,11/9/2012,11.9,A,0.0541,A,0.0855,A,3.49,A,5.51,A
USGS,5427910,11/10/2012,13.1,A,0.0522,A,0.083,A,3.7,A,5.88,A
USGS,5427910,11/11/2012,18.4,A,0.0529,A,0.0881,A,5.35,A,9.09,A
USGS,5427910,11/12/2012,23.6,A,0.0644,A,0.138,A,8.31,A,17.8,A
USGS,5427910,11/13/2012,16,A,0.0556,A,0.11,A,4.83,A,9.58,A
USGS,5427910,11/14/2012,14.8,A,0.0499,A,0.0935,A,4,A,7.5,A
USGS,5427910,11/15/2012,14.3,A,0.0454,A,0.0812,A,3.51,A,6.28,A
USGS,5427910,11/16/2012,13.6,A,0.0444,A,0.0796,A,3.27,A,5.86,A
USGS,5427910,11/17/2012,12.5,A,0.0439,A,0.0792,A,2.97,A,5.37,A
USGS,5427910,11/18/2012,12.4,A,0.0434,A,0.0788,A,2.9,A,5.27,A
USGS,5427910,11/19/2012,12.8,A,0.0428,A,0.0785,A,2.95,A,5.41,A
USGS,5427910,11/20/2012,13,A,0.0423,A,0.0781,A,2.97,A,5.47,A
USGS,5427910,11/21/2012,12.7,A,0.0418,A,0.0777,A,2.87,A,5.34,A
USGS,5427910,11/22/2012,14.3,A,0.0413,A,0.0774,A,3.19,A,5.97,A
USGS,5427910,11/23/2012,11.1,A,0.0408,A,0.077,A,2.45,A,4.62,A
USGS,5427910,11/24/2012,11.8,A,0.0403,A,0.0766,A,2.57,A,4.88,A
USGS,5427910,11/25/2012,12.2,A,0.0398,A,0.0762,A,2.63,A,5.03,A
USGS,5427910,11/26/2012,11.4,A,0.0393,A,0.0759,A,2.42,A,4.67,A
USGS,5427910,11/27/2012,11.2,A,0.0389,A,0.0755,A,2.35,A,4.57,A
USGS,5427910,11/28/2012,11.8,A,0.0384,A,0.0752,A,2.45,A,4.79,A
USGS,5427910,11/29/2012,11.4,A,0.0379,A,0.0748,A,2.33,A,4.59,A
USGS,5427910,11/30/2012,11.2,A,0.0375,A,0.0745,A,2.26,A,4.5,A
USGS,5427910,12/1/2012,10.9,A,0.037,A,0.0741,A,2.18,A,4.36,A
USGS,5427910,12/2/2012,11.7,A,0.0366,A,0.0738,A,2.32,A,4.67,A
USGS,5427910,12/3/2012,11.4,A,0.0361,A,0.0734,A,2.22,A,4.51,A
USGS,5427910,12/4/2012,12.1,A,0.0357,A,0.0731,A,2.34,A,4.79,A
USGS,5427910,12/5/2012,10.1,A,0.0353,A,0.0727,A,1.92,A,3.96,A
USGS,5427910,12/6/2012,10.1,A,0.0348,A,0.0724,A,1.91,A,3.97,A
USGS,5427910,12/7/2012,10.9,A,0.0344,A,0.072,A,2.03,A,4.25,A
USGS,5427910,12/8/2012,10.8,A,0.034,A,0.0717,A,1.99,A,4.19,A
USGS,5427910,12/9/2012,11.1,A,0.0336,A,0.0713,A,2.01,A,4.26,A
USGS,5427910,12/10/2012,12.8,A,0.0332,A,0.071,A,2.3,A,4.92,A
USGS,5427910,12/11/2012,12.7,A,0.0328,A,0.0707,A,2.25,A,4.84,A
USGS,5427910,12/12/2012,11.3,A,0.0324,A,0.0703,A,1.97,A,4.29,A
USGS,5427910,12/13/2012,11.6,A,0.0321,A,0.0701,A,2.01,A,4.39,A
USGS,5427910,12/14/2012,11,A,0.0322,A,0.0704,A,1.91,A,4.17,A
USGS,5427910,12/15/2012,13.7,A,0.0323,A,0.0707,A,2.39,A,5.23,A
USGS,5427910,12/16/2012,18.9,A,0.0325,A,0.071,A,3.31,A,7.24,A
USGS,5427910,12/17/2012,16.5,A,0.0327,A,0.0714,A,2.92,A,6.38,A
USGS,5427910,12/18/2012,14.7,A,0.0329,A,0.0718,A,2.61,A,5.69,A
USGS,5427910,12/19/2012,14.2,A:e,0.033,A,0.0721,A,2.53,A,5.53,A
USGS,5427910,12/20/2012,10.3,A:e,0.0332,A,0.0725,A,1.85,A,4.04,A
USGS,5427910,12/21/2012,10.6,A:e,0.0334,A,0.0728,A,1.91,A,4.15,A
USGS,5427910,12/22/2012,9.64,A,0.0336,A,0.0732,A,1.75,A,3.81,A
USGS,5427910,12/23/2012,11.5,A,0.0338,A,0.0736,A,2.1,A,4.58,A
USGS,5427910,12/24/2012,12.2,A,0.034,A,0.0739,A,2.25,A,4.89,A
USGS,5427910,12/25/2012,12.9,A:e,0.0341,A,0.0743,A,2.39,A,5.19,A
USGS,5427910,12/26/2012,12.9,A,0.0343,A,0.0747,A,2.39,A,5.21,A
USGS,5427910,12/27/2012,13,A,0.0345,A,0.075,A,2.42,A,5.26,A
USGS,5427910,12/28/2012,14,A:e,0.0347,A,0.0754,A,2.62,A,5.7,A
USGS,5427910,12/29/2012,15,A:e,0.0349,A,0.0758,A,2.83,A,6.14,A
USGS,5427910,12/30/2012,15,A:e,0.0351,A,0.0762,A,2.84,A,6.17,A
USGS,5427910,12/31/2012,15,A:e,0.0353,A,0.0766,A,2.86,A,6.2,A
USGS,5427910,1/1/2013,15,A:e,0.0355,A,0.0769,A,2.87,A,6.23,A
USGS,5427910,1/2/2013,15,A:e,0.0356,A,0.0773,A,2.89,A,6.26,A
USGS,5427910,1/3/2013,14,A:e,0.0358,A,0.0777,A,2.71,A,5.87,A
USGS,5427910,1/4/2013,13.7,A,0.036,A,0.0781,A,2.67,A,5.79,A
USGS,5427910,1/5/2013,14.5,A,0.0362,A,0.0785,A,2.85,A,6.17,A
USGS,5427910,1/6/2013,14.4,A,0.0364,A,0.0789,A,2.84,A,6.15,A
USGS,5427910,1/7/2013,14.6,A,0.0366,A,0.0792,A,2.88,A,6.24,A
USGS,5427910,1/8/2013,14.9,A,0.0368,A,0.0796,A,2.96,A,6.4,A
USGS,5427910,1/9/2013,15.4,A,0.037,A,0.08,A,3.08,A,6.66,A
USGS,5427910,1/10/2013,15.3,A,0.0373,A,0.0805,A,3.09,A,6.67,A
USGS,5427910,1/11/2013,23,A,0.0442,A,0.0922,A,5.56,A,11.6,A
USGS,5427910,1/12/2013,35,A,0.087,A,0.169,A,16.4,A,31.9,A
USGS,5427910,1/13/2013,26.3,A,0.0929,A,0.189,A,13.3,A,27.1,A
USGS,5427910,1/14/2013,19.6,A,0.0767,A,0.143,A,8.08,A,15.1,A
USGS,5427910,1/15/2013,17.9,A,0.0671,A,0.123,A,6.5,A,11.9,A
USGS,5427910,1/16/2013,15.9,A,0.0587,A,0.105,A,5.04,A,9.02,A
USGS,5427910,1/17/2013,14.8,A,0.0515,A,0.0907,A,4.12,A,7.26,A
USGS,5427910,1/18/2013,14.7,A,0.0484,A,0.0865,A,3.84,A,6.86,A
USGS,5427910,1/19/2013,15.1,A,0.0475,A,0.0858,A,3.87,A,6.98,A
USGS,5427910,1/20/2013,12.7,A,0.0466,A,0.0852,A,3.19,A,5.82,A
USGS,5427910,1/21/2013,13.9,A,0.0458,A,0.0845,A,3.43,A,6.33,A
USGS,5427910,1/22/2013,12.7,A,0.0449,A,0.0839,A,3.09,A,5.77,A
USGS,5427910,1/23/2013,12.5,A,0.0441,A,0.0832,A,2.98,A,5.63,A
USGS,5427910,1/24/2013,14.7,A,0.0432,A,0.0826,A,3.44,A,6.57,A
USGS,5427910,1/25/2013,14.3,A,0.0424,A,0.082,A,3.29,A,6.34,A
USGS,5427910,1/26/2013,13.8,A,0.0417,A,0.0813,A,3.1,A,6.05,A
USGS,5427910,1/27/2013,17.4,A,0.0409,A,0.0807,A,3.85,A,7.6,A
USGS,5427910,1/28/2013,17.7,A,0.0498,A,0.108,A,5.01,A,11,A
USGS,5427910,1/29/2013,90.3,A:e,0.297,A,0.897,A,165,A,491,A
USGS,5427910,1/30/2013,135,A:e,0.636,A,1.16,A,462,A,851,A
USGS,5427910,1/31/2013,76.6,A:e,0.681,A,0.966,A,282,A,402,A
USGS,5427910,2/1/2013,62.5,A,0.728,A,0.964,A,246,A,325,A
USGS,5427910,2/2/2013,59.2,A,0.752,A,0.958,A,241,A,307,A
USGS,5427910,2/3/2013,45.9,A,0.609,A,0.771,A,151,A,192,A
USGS,5427910,2/4/2013,36.2,A,0.47,A,0.602,A,92.3,A,118,A
USGS,5427910,2/5/2013,30.8,A,0.33,A,0.451,A,55,A,75.2,A
USGS,5427910,2/6/2013,26.2,A,0.232,A,0.341,A,33,A,48.3,A
USGS,5427910,2/7/2013,24.5,A,0.177,A,0.276,A,23.4,A,36.5,A
USGS,5427910,2/8/2013,22.5,A,0.136,A,0.226,A,16.6,A,27.5,A
USGS,5427910,2/9/2013,23.9,A,0.105,A,0.185,A,13.5,A,23.8,A
USGS,5427910,2/10/2013,29.3,A,0.088,A,0.161,A,14.2,A,25.9,A
USGS,5427910,2/11/2013,78.2,A,0.129,A,0.207,A,54.3,A,87.3,A
USGS,5427910,2/12/2013,55.6,A,0.17,A,0.256,A,50.8,A,76.6,A
USGS,5427910,2/13/2013,46.2,A,0.192,A,0.29,A,48,A,72.4,A
USGS,5427910,2/14/2013,37.1,A,0.185,A,0.29,A,37.3,A,58.3,A
USGS,5427910,2/15/2013,26,A,0.151,A,0.264,A,21.3,A,37.2,A
USGS,5427910,2/16/2013,22.4,A,0.127,A,0.236,A,15.3,A,28.5,A
USGS,5427910,2/17/2013,22.2,A,0.108,A,0.21,A,12.8,A,25.1,A
USGS,5427910,2/18/2013,22.1,A,0.0909,A,0.188,A,10.8,A,22.3,A
USGS,5427910,2/19/2013,20.9,A,0.0768,A,0.167,A,8.71,A,18.9,A
USGS,5427910,2/20/2013,20.6,A,0.0649,A,0.149,A,7.18,A,16.5,A
USGS,5427910,2/21/2013,20.3,A,0.0552,A,0.134,A,6.07,A,14.7,A
USGS,5427910,2/22/2013,19.5,A,0.0526,A,0.129,A,5.55,A,13.6,A
USGS,5427910,2/23/2013,21.5,A,0.052,A,0.128,A,6.03,A,14.8,A
USGS,5427910,2/24/2013,21.1,A,0.0515,A,0.126,A,5.87,A,14.4,A
USGS,5427910,2/25/2013,21.3,A,0.051,A,0.125,A,5.87,A,14.4,A
USGS,5427910,2/26/2013,20.7,A,0.0505,A,0.124,A,5.64,A,13.8,A
USGS,5427910,2/27/2013,19.8,A,0.05,A,0.122,A,5.35,A,13.1,A
USGS,5427910,2/28/2013,25.7,A,0.0495,A,0.121,A,6.87,A,16.8,A
USGS,5427910,3/1/2013,21.6,A,0.049,A,0.12,A,5.72,A,14,A
USGS,5427910,3/2/2013,20.7,A,0.0485,A,0.119,A,5.43,A,13.3,A
USGS,5427910,3/3/2013,21.6,A,0.048,A,0.117,A,5.61,A,13.7,A
USGS,5427910,3/4/2013,22.4,A,0.0475,A,0.116,A,5.74,A,14,A
USGS,5427910,3/5/2013,21.9,A,0.047,A,0.115,A,5.57,A,13.6,A
USGS,5427910,3/6/2013,22.8,A,0.0466,A,0.114,A,5.72,A,14,A
USGS,5427910,3/7/2013,22.9,A,0.0461,A,0.113,A,5.71,A,14,A
USGS,5427910,3/8/2013,23.5,A,0.0456,A,0.112,A,5.79,A,14.1,A
USGS,5427910,3/9/2013,26,A,0.046,A,0.115,A,6.49,A,16.2,A
USGS,5427910,3/10/2013,109,A,0.108,A,0.639,A,72.1,A,481,A
USGS,5427910,3/11/2013,344,A,0.282,A,1.21,A,525,A,2240,A
USGS,5427910,3/12/2013,215,A,0.403,A,0.994,A,465,A,1150,A
USGS,5427910,3/13/2013,177,A:e,0.534,A,1.12,A,510,A,1070,A
USGS,5427910,3/14/2013,134,A:e,0.566,A,1.12,A,409,A,806,A
USGS,5427910,3/15/2013,98.4,A,0.572,A,1.1,A,304,A,585,A
USGS,5427910,3/16/2013,77.8,A,0.524,A,1,A,221,A,421,A
USGS,5427910,3/17/2013,55.8,A,0.462,A,0.878,A,140,A,266,A
USGS,5427910,3/18/2013,49.2,A,0.335,A,0.622,A,89.5,A,166,A
USGS,5427910,3/19/2013,36,A,0.233,A,0.422,A,45.3,A,81.9,A
USGS,5427910,3/20/2013,31.7,A,0.162,A,0.285,A,27.6,A,48.5,A
USGS,5427910,3/21/2013,32.1,A,0.116,A,0.2,A,20,A,34.4,A
USGS,5427910,3/22/2013,30.5,A,0.104,A,0.182,A,17.2,A,29.9,A
USGS,5427910,3/23/2013,32.6,A,0.0977,A,0.173,A,17.2,A,30.5,A
USGS,5427910,3/24/2013,35.4,A,0.0916,A,0.165,A,17.5,A,31.6,A
USGS,5427910,3/25/2013,33.1,A,0.0858,A,0.158,A,15.3,A,28.2,A
USGS,5427910,3/26/2013,37.5,A,0.0923,A,0.172,A,19.3,A,36,A
USGS,5427910,3/27/2013,64.5,A:e,0.298,A,0.55,A,111,A,204,A
USGS,5427910,3/28/2013,97.3,A,0.778,A,1.42,A,409,A,746,A
USGS,5427910,3/29/2013,130,A,0.759,A,1.38,A,533,A,968,A
USGS,5427910,3/30/2013,145,A,0.676,A,1.23,A,529,A,961,A
USGS,5427910,3/31/2013,154,A,0.592,A,0.985,A,494,A,823,A
USGS,5427910,4/1/2013,115,A,0.507,A,0.78,A,317,A,488,A
USGS,5427910,4/2/2013,90.2,A,0.443,A,0.682,A,216,A,333,A
USGS,5427910,4/3/2013,71.5,A,0.384,A,0.583,A,149,A,226,A
USGS,5427910,4/4/2013,63,A,0.319,A,0.479,A,109,A,163,A
USGS,5427910,4/5/2013,54.1,A,0.258,A,0.449,A,75.7,A,131,A
USGS,5427910,4/6/2013,46.7,A,0.208,A,0.43,A,52.3,A,108,A
USGS,5427910,4/7/2013,48.3,A,0.168,A,0.404,A,44,A,106,A
USGS,5427910,4/8/2013,59.5,A,0.142,A,0.329,A,45.2,A,104,A
USGS,5427910,4/9/2013,92.5,A,0.14,A,0.387,A,72.2,A,214,A
USGS,5427910,4/10/2013,140,A,0.211,A,0.573,A,160,A,435,A
USGS,5427910,4/11/2013,125,A,0.233,A,0.416,A,157,A,279,A
USGS,5427910,4/12/2013,111,A,0.216,A,0.343,A,130,A,206,A
USGS,5427910,4/13/2013,88.8,A,0.177,A,0.292,A,85.3,A,140,A
USGS,5427910,4/14/2013,71.5,A,0.146,A,0.252,A,56.4,A,97.5,A
USGS,5427910,4/15/2013,80.2,A,0.13,A,0.232,A,56.3,A,100,A
USGS,5427910,4/16/2013,70.2,A,0.118,A,0.215,A,44.6,A,81.4,A
USGS,5427910,4/17/2013,79,A,0.128,A,0.256,A,56.7,A,116,A
USGS,5427910,4/18/2013,135,A,0.219,A,0.484,A,161,A,358,A
USGS,5427910,4/19/2013,98.4,A,0.188,A,0.34,A,100,A,181,A
USGS,5427910,4/20/2013,81.2,A,0.141,A,0.276,A,61.9,A,121,A
USGS,5427910,4/21/2013,61.1,A,0.112,A,0.221,A,37,A,73,A
USGS,5427910,4/22/2013,54.1,A,0.0979,A,0.175,A,28.6,A,51.2,A
USGS,5427910,4/23/2013,52.4,A,0.0901,A,0.163,A,25.5,A,46.1,A
USGS,5427910,4/24/2013,47.7,A,0.0836,A,0.156,A,21.5,A,40.3,A
USGS,5427910,4/25/2013,42.8,A,0.0776,A,0.15,A,17.9,A,34.7,A
USGS,5427910,4/26/2013,37.6,A,0.072,A,0.144,A,14.6,A,29.2,A
USGS,5427910,4/27/2013,33.1,A,0.0683,A,0.14,A,12.2,A,25,A
USGS,5427910,4/28/2013,31.9,A,0.0665,A,0.137,A,11.5,A,23.6,A
USGS,5427910,4/29/2013,31.5,A,0.0649,A,0.134,A,11,A,22.8,A
USGS,5427910,4/30/2013,33.3,A,0.0633,A,0.132,A,11.4,A,23.7,A
USGS,5427910,5/1/2013,29.1,A,0.0617,A,0.129,A,9.7,A,20.3,A
USGS,5427910,5/2/2013,27.8,A,0.0601,A,0.127,A,9.04,A,19,A
USGS,5427910,5/3/2013,36.6,A,0.0586,A,0.124,A,11.6,A,24.5,A
USGS,5427910,5/4/2013,41.6,A,0.0572,A,0.122,A,12.8,A,27.4,A
USGS,5427910,5/5/2013,36.4,A,0.0557,A,0.12,A,11,A,23.5,A
USGS,5427910,5/6/2013,33,A,0.0543,A,0.117,A,9.68,A,20.9,A
USGS,5427910,5/7/2013,29,A,0.053,A,0.115,A,8.29,A,18,A
USGS,5427910,5/8/2013,25.1,A,0.0517,A,0.113,A,7,A,15.3,A
USGS,5427910,5/9/2013,27.6,A,0.052,A,0.12,A,7.82,A,18.2,A
USGS,5427910,5/10/2013,70.2,A,0.0957,A,0.338,A,36.5,A,131,A
USGS,5427910,5/11/2013,52,A,0.111,A,0.25,A,31.1,A,70,A
USGS,5427910,5/12/2013,44.3,A,0.0948,A,0.208,A,22.8,A,49.8,A
USGS,5427910,5/13/2013,33.7,A,0.0792,A,0.186,A,14.5,A,33.8,A
USGS,5427910,5/14/2013,30,A,0.0658,A,0.167,A,10.6,A,26.8,A
USGS,5427910,5/15/2013,27,A,0.0562,A,0.152,A,8.2,A,22.1,A
USGS,5427910,5/16/2013,21.3,A,0.0559,A,0.151,A,6.42,A,17.3,A
USGS,5427910,5/17/2013,29,A,0.0567,A,0.152,A,8.71,A,23.3,A
USGS,5427910,5/18/2013,26.7,A,0.0576,A,0.153,A,8.3,A,22.1,A
USGS,5427910,5/19/2013,26,A,0.0585,A,0.154,A,8.22,A,21.7,A
USGS,5427910,5/20/2013,33,A,0.0594,A,0.155,A,10.3,A,27,A
USGS,5427910,5/21/2013,25.8,A,0.0603,A,0.156,A,8.41,A,21.8,A
USGS,5427910,5/22/2013,25.1,A,0.0612,A,0.157,A,8.31,A,21.3,A
USGS,5427910,5/23/2013,26.2,A,0.0622,A,0.158,A,8.8,A,22.4,A
USGS,5427910,5/24/2013,21.6,A,0.0631,A,0.159,A,7.35,A,18.6,A
USGS,5427910,5/25/2013,20.5,A,0.0641,A,0.16,A,7.11,A,17.8,A
USGS,5427910,5/26/2013,19.8,A,0.065,A,0.162,A,6.96,A,17.3,A
USGS,5427910,5/27/2013,20,A,0.066,A,0.163,A,7.12,A,17.5,A
USGS,5427910,5/28/2013,33.2,A,0.0671,A,0.164,A,12,A,29.4,A
