sampledate,Temp_max_F,Temp_min_F,Temp_avg_F,Temp_departure,HDD,CDD,Precipitation_in,New_snow_in,Snow_depth
3/19/2021,51,22,36.5,0.9,28,0,0,0,0
3/20/2021,57,26,41.5,5.5,23,0,0,0,0
3/21/2021,63,34,48.5,12.1,16,0,0,0,0
3/22/2021,59,44,51.5,14.7,13,0,T,0,0
3/23/2021,61,39,50,12.8,15,0,0.65,0,0
3/24/2021,53,43,48,10.4,17,0,0.1,0,0
3/25/2021,45,34,39.5,1.6,25,0,0.01,0,0
3/26/2021,47,31,39,0.7,26,0,0.01,T,0
3/27/2021,49,38,43.5,4.8,21,0,0.19,0,0
3/28/2021,43,26,34.5,-4.6,30,0,T,T,0
3/29/2021,65,26,45.5,6,19,0,0,0,0
3/30/2021,59,36,47.5,7.6,17,0,0,0,0
3/31/2021,40,27,33.5,-6.8,31,0,0,0,0
4/1/2021,40,19,29.5,-11.1,35,0,0,0,0
4/2/2021,50,25,37.5,-3.5,27,0,0,0,0
4/3/2021,72,40,56,14.6,9,0,0,0,0
4/4/2021,75,34,54.5,12.7,10,0,0,0,0
4/5/2021,76,58,67,24.8,0,2,0,0,0
4/6/2021,79,58,68.5,25.9,0,4,T,0,0
4/7/2021,78,55,66.5,23.5,0,2,0.12,0,0
4/8/2021,63,46,54.5,11.1,10,0,0.38,0,0
4/9/2021,58,48,53,9.2,12,0,0.07,0,0
4/10/2021,54,48,51,6.8,14,0,0.57,0,0
4/11/2021,56,49,52.5,7.9,12,0,0.29,0,0
4/12/2021,57,37,47,2.1,18,0,0,0,0
4/13/2021,48,36,42,-3.3,23,0,0,0,0
4/14/2021,40,33,36.5,-9.2,28,0,T,0,0
4/15/2021,48,34,41,-5.1,24,0,0,0,0
4/16/2021,61,30,45.5,-1,19,0,0,0,0
4/17/2021,59,30,44.5,-2.4,20,0,0,0,0
4/18/2021,61,35,48,0.7,17,0,0,0,0
4/19/2021,51,33,42,-5.7,23,0,T,0,0
4/20/2021,42,28,35,-13.1,30,0,T,T,0
4/21/2021,46,25,35.5,-13,29,0,0.01,0.1,0
4/22/2021,62,22,42,-6.9,23,0,0,0,0
4/23/2021,59,45,52,2.7,13,0,0,0,0
4/24/2021,61,41,51,1.3,14,0,T,0,0
4/25/2021,50,30,40,-10.1,25,0,T,0,0
4/26/2021,76,36,56,5.5,9,0,T,0,0
4/27/2021,80,46,63,12.1,2,0,0,0,0
4/28/2021,62,45,53.5,2.2,11,0,0,0,0
4/29/2021,72,44,58,6.3,7,0,T,0,0
4/30/2021,61,46,53.5,1.4,11,0,0,0,0
5/1/2021,87,46,66.5,14,0,2,0,0,0
5/2/2021,84,59,71.5,18.6,0,7,T,0,0
5/3/2021,68,54,61,7.8,4,0,0.58,0,0
5/4/2021,60,41,50.5,-3.1,14,0,0,0,0
5/5/2021,62,35,48.5,-5.5,16,0,0.03,0,0
5/6/2021,59,41,50,-4.4,15,0,0.21,0,0
5/7/2021,53,35,44,-10.8,21,0,0,0,0
5/8/2021,54,30,42,-13.2,23,0,0,0,0
5/9/2021,61,39,50,-5.5,15,0,0,0,0
5/10/2021,53,37,45,-10.9,20,0,T,0,0
5/11/2021,59,30,44.5,-11.8,20,0,0,0,0
5/12/2021,65,36,50.5,-6.1,14,0,0,0,0
5/13/2021,68,37,52.5,-4.5,12,0,0,0,0
5/14/2021,70,38,54,-3.4,11,0,0,0,0
5/15/2021,61,52,56.5,-1.2,8,0,0.09,0,0
5/16/2021,71,54,62.5,4.4,2,0,0,0,0
5/17/2021,76,47,61.5,3,3,0,0,0,0
5/18/2021,74,53,63.5,4.7,1,0,0.24,0,0
5/19/2021,75,63,69,9.8,0,4,0.05,0,0
5/20/2021,81,66,73.5,14,0,9,T,0,0
5/21/2021,74,65,69.5,9.6,0,5,0.09,0,0
5/22/2021,83,64,73.5,13.2,0,9,0,0,0
5/23/2021,79,57,68,7.4,0,3,0.29,0,0
5/24/2021,83,56,69.5,8.5,0,5,0,0,0
5/25/2021,81,67,74,12.7,0,9,T,0,0
5/26/2021,76,51,63.5,1.8,1,0,0,0,0
5/27/2021,51,39,45,-17,20,0,0.59,0,0
5/28/2021,51,38,44.5,-17.9,20,0,0.03,0,0
5/29/2021,64,33,48.5,-14.2,16,0,0,0,0
5/30/2021,66,34,50,-13.1,15,0,0,0,0
5/31/2021,72,50,61,-2.4,4,0,0,0,0
6/1/2021,77,55,66,2.2,0,1,0,0,0
6/2/2021,80,49,64.5,0.4,0,0,0,0,0
6/3/2021,87,58,72.5,8.1,0,8,0.01,0,0
6/4/2021,89,69,79,14.2,0,14,T,0,0
6/5/2021,92,69,80.5,15.4,0,16,0,0,0
6/6/2021,89,72,80.5,15.1,0,16,0,0,0
6/7/2021,84,71,77.5,11.8,0,13,0.03,0,0
6/8/2021,91,68,79.5,13.4,0,15,0,0,0
6/9/2021,92,67,79.5,13.1,0,15,0,0,0
6/10/2021,92,65,78.5,11.8,0,14,0,0,0
6/11/2021,94,67,80.5,13.5,0,16,0.06,0,0
6/12/2021,87,60,73.5,6.2,0,9,0,0,0
6/13/2021,88,54,71,3.4,0,6,0,0,0
6/14/2021,84,57,70.5,2.6,0,6,0,0,0
6/15/2021,82,58,70,1.9,0,5,0,0,0
6/16/2021,82,50,66,-2.4,0,1,0,0,0
6/17/2021,91,58,74.5,5.8,0,10,0.04,0,0
6/18/2021,88,68,78,9.1,0,13,1.44,0,0
6/19/2021,82,62,72,2.8,0,7,0.04,0,0
6/20/2021,76,58,67,-2.4,0,2,0.41,0,0
6/21/2021,69,51,60,-9.6,5,0,0,0,0
6/22/2021,72,46,59,-10.9,6,0,0,0,0
6/23/2021,78,56,67,-3.1,0,2,0.04,0,0
6/24/2021,76,67,71.5,1.2,0,7,0.33,0,0
6/25/2021,83,68,75.5,5,0,11,1.15,0,0
6/26/2021,75,71,73,2.4,0,8,0.58,0,0
6/27/2021,78,65,71.5,0.7,0,7,0.01,0,0
6/28/2021,79,65,72,1,0,7,0,0,0
6/29/2021,77,69,73,1.9,0,8,0.46,0,0
6/30/2021,85,66,75.5,4.2,0,11,T,0,0
7/1/2021,80,60,70,-1.4,0,5,0,0,0
7/2/2021,77,53,65,-6.5,0,0,0,0,0
7/3/2021,85,58,71.5,-0.1,0,7,0,0,0
7/4/2021,88,67,77.5,5.8,0,13,0,0,0
7/5/2021,89,73,81,9.2,0,16,0,0,0
7/6/2021,90,71,80.5,8.6,0,16,T,0,0
7/7/2021,73,60,66.5,-5.4,0,2,0.25,0,0
7/8/2021,69,57,63,-9,2,0,0,0,0
7/9/2021,77,54,65.5,-6.5,0,1,T,0,0
7/10/2021,76,57,66.5,-5.6,0,2,0,0,0
7/11/2021,78,61,69.5,-2.6,0,5,0,0,0
7/12/2021,75,58,66.5,-5.6,0,2,0.01,0,0
7/13/2021,83,65,74,1.9,0,9,0,0,0
7/14/2021,80,66,73,0.9,0,8,0.76,0,0
7/15/2021,80,64,72,-0.1,0,7,0.02,0,0
7/16/2021,80,58,69,-3.1,0,4,0,0,0
7/17/2021,81,55,68,-4.1,0,3,0,0,0
7/18/2021,83,54,68.5,-3.6,0,4,0,0,0
7/19/2021,85,54,69.5,-2.5,0,5,0,0,0
7/20/2021,86,61,73.5,1.5,0,9,0,0,0
7/21/2021,77,64,70.5,-1.5,0,6,0,0,0
7/22/2021,86,64,75,3.1,0,10,0,0,0
7/23/2021,88,71,79.5,7.6,0,15,0,0,0
7/24/2021,90,70,80,8.2,0,15,0,0,0
7/25/2021,88,61,74.5,2.7,0,10,0,0,0
7/26/2021,92,58,75,3.3,0,10,0,0,0
7/27/2021,87,67,77,5.3,0,12,0.04,0,0
7/28/2021,86,67,76.5,4.9,0,12,0.22,0,0
7/29/2021,89,66,77.5,6,0,13,0.28,0,0
7/30/2021,75,59,67,-4.5,0,2,0,0,0
7/31/2021,78,54,66,-5.4,0,1,T,0,0
8/1/2021,77,57,67,-4.3,0,2,0,0,0
8/2/2021,79,52,65.5,-5.8,0,1,0,0,0
8/3/2021,83,52,67.5,-3.7,0,3,0,0,0
8/4/2021,84,57,70.5,-0.6,0,6,0,0,0
8/5/2021,83,60,71.5,0.5,0,7,0.01,0,0
8/6/2021,86,68,77,6.1,0,12,T,0,0
8/7/2021,77,67,72,1.1,0,7,0.97,0,0
8/8/2021,88,69,78.5,7.7,0,14,0.02,0,0
8/9/2021,81,67,74,3.3,0,9,0.8,0,0
8/10/2021,91,64,77.5,6.9,0,13,0.35,0,0
8/11/2021,87,69,78,7.5,0,13,T,0,0
8/12/2021,86,64,75,4.6,0,10,0,0,0
8/13/2021,81,55,68,-2.3,0,3,0,0,0
8/14/2021,80,51,65.5,-4.7,0,1,0,0,0
8/15/2021,80,53,66.5,-3.6,0,2,0,0,0
8/16/2021,79,53,66,-3.9,0,1,0,0,0
8/17/2021,82,56,69,-0.8,0,4,0,0,0
8/18/2021,88,61,74.5,4.8,0,10,0,0,0
8/19/2021,90,64,77,7.5,0,12,0,0,0
8/20/2021,88,64,76,6.6,0,11,0,0,0
8/21/2021,83,63,73,3.8,0,8,0.27,0,0
8/22/2021,79,56,67.5,-1.6,0,3,0,0,0
8/23/2021,87,60,73.5,4.6,0,9,0.18,0,0
8/24/2021,88,67,77.5,8.8,0,13,0.32,0,0
8/25/2021,86,68,77,8.5,0,12,0,0,0
8/26/2021,86,68,77,8.7,0,12,0,0,0
8/27/2021,87,68,77.5,9.4,0,13,0.16,0,0
8/28/2021,91,68,79.5,11.6,0,15,0.15,0,0
8/29/2021,84,65,74.5,6.8,0,10,0,0,0
8/30/2021,84,59,71.5,4.1,0,7,0,0,0
8/31/2021,78,57,67.5,0.3,0,3,0,0,0
9/1/2021,77,54,65.5,-1.4,0,1,0,0,0
9/2/2021,78,48,63,-3.7,2,0,0,0,0
9/3/2021,70,59,64.5,-1.9,0,0,0.1,0,0
9/4/2021,70,59,64.5,-1.6,0,0,T,0,0
9/5/2021,80,55,67.5,1.7,0,3,0,0,0
9/6/2021,79,50,64.5,-1,0,0,0,0,0
9/7/2021,79,59,69,3.8,0,4,0.15,T,0
9/8/2021,73,52,62.5,-2.4,2,0,0,0,0
9/9/2021,75,49,62,-2.5,3,0,0,0,0
9/10/2021,79,50,64.5,0.3,0,0,0,0,0
9/11/2021,85,56,70.5,6.7,0,6,0,0,0
9/12/2021,75,63,69,5.5,0,4,0.02,0,0
9/13/2021,69,60,64.5,1.4,0,0,1.15,0,0
9/14/2021,74,54,64,1.3,1,0,0,0,0
9/15/2021,76,50,63,0.6,2,0,0,0,0
9/16/2021,81,50,65.5,3.5,0,1,0,0,0
9/17/2021,82,52,67,5.4,0,2,0,0,0
9/18/2021,78,48,63,1.8,2,0,0,0,0
9/19/2021,88,52,70,9.2,0,5,0,0,0
9/20/2021,83,65,74,13.6,0,9,0.88,0,0
9/21/2021,69,52,60.5,0.5,4,0,0.01,0,0
9/22/2021,65,48,56.5,-3.1,8,0,0,0,0
9/23/2021,69,44,56.5,-2.6,8,0,0,0,0
9/24/2021,79,45,62,3.3,3,0,0.03,0,0
9/25/2021,66,48,57,-1.3,8,0,0,0,0
9/26/2021,81,52,66.5,8.6,0,2,0,0,0
9/27/2021,83,51,67,9.5,0,2,0,0,0
9/28/2021,76,47,61.5,4.4,3,0,0,0,0
9/29/2021,81,45,63,6.4,2,0,0,0,0
9/30/2021,84,51,67.5,11.3,0,3,0,0,0
10/1/2021,84,52,68,12.2,0,3,0,0,0
10/2/2021,79,66,72.5,17.1,0,8,0.04,0,0
10/3/2021,74,63,68.5,13.5,0,4,0.04,0,0
10/4/2021,71,61,66,11.4,0,1,T,0,0
10/5/2021,69,60,64.5,10.4,0,0,0,0,0
10/6/2021,77,59,68,14.3,0,3,0,0,0
10/7/2021,68,58,63,9.7,2,0,0.5,0,0
10/8/2021,72,60,66,13.1,0,1,0,0,0
10/9/2021,79,57,68,15.5,0,3,T,0,0
10/10/2021,73,63,68,15.9,0,3,0.01,0,0
10/11/2021,67,60,63.5,11.8,1,0,0.45,0,0
10/12/2021,64,58,61,9.7,4,0,0.05,0,0
10/13/2021,67,56,61.5,10.6,3,0,0.18,0,0
10/14/2021,67,45,56,5.5,9,0,T,0,0
10/15/2021,59,43,51,0.9,14,0,T,0,0
10/16/2021,59,40,49.5,-0.2,15,0,0,0,0
10/17/2021,65,36,50.5,1.2,14,0,0,0,0
10/18/2021,72,37,54.5,5.6,10,0,0,0,0
10/19/2021,72,42,57,8.5,8,0,T,0,0
10/20/2021,72,48,60,11.9,5,0,0.02,0,0
10/21/2021,61,33,47,-0.7,18,0,0.04,0,0
10/22/2021,49,31,40,-7.3,25,0,0,0,0
10/23/2021,53,31,42,-4.9,23,0,0,0,0
10/24/2021,50,30,40,-6.5,25,0,0.22,0,0
10/25/2021,53,33,43,-3.1,22,0,0.06,0,0
10/26/2021,55,30,42.5,-3.2,22,0,0,0,0
10/27/2021,58,30,44,-1.3,21,0,0,0,0
10/28/2021,52,43,47.5,2.7,17,0,0.23,0,0
10/29/2021,53,48,50.5,6.1,14,0,T,0,0
10/30/2021,56,37,46.5,2.5,18,0,0,0,0
10/31/2021,51,36,43.5,-0.1,21,0,0,0,0
11/1/2021,47,33,40,-3.1,25,0,0,0,0
11/2/2021,45,25,35,-7.7,30,0,0,0,0
11/3/2021,43,21,32,-10.3,33,0,0,0,0
11/4/2021,49,26,37.5,-4.4,27,0,0,0,0
11/5/2021,52,32,42,0.6,23,0,0,0,0
11/6/2021,60,39,49.5,8.5,15,0,0,0,0
11/7/2021,64,38,51,10.5,14,0,0,0,0
11/8/2021,67,40,53.5,13.4,11,0,0,0,0
11/9/2021,59,29,44,4.4,21,0,0,0,0
11/10/2021,55,25,40,0.8,25,0,0.01,0,0
11/11/2021,54,39,46.5,7.8,18,0,0.26,0,0
11/12/2021,39,34,36.5,-1.8,28,0,0.04,T,0
11/13/2021,38,32,35,-2.8,30,0,0.04,0.4,0
11/14/2021,36,30,33,-4.4,32,0,T,T,0
11/15/2021,33,22,27.5,-9.4,37,0,T,T,0
11/16/2021,49,21,35,-1.5,30,0,0,0,0
11/17/2021,52,33,42.5,6.5,22,0,0,0,0
11/18/2021,33,26,29.5,-6.1,35,0,T,T,0
11/19/2021,37,18,27.5,-7.6,37,0,0,0,0
11/20/2021,48,29,38.5,3.8,26,0,0,0,0
11/21/2021,52,25,38.5,4.2,26,0,T,T,0
11/22/2021,32,18,25,-8.8,40,0,0,0,0
11/23/2021,43,18,30.5,-2.9,34,0,0,0,0
11/24/2021,52,35,43.5,10.5,21,0,0,0,0
11/25/2021,45,16,30.5,-2,34,0,0.01,0.2,T
11/26/2021,29,13,21,-11.1,44,0,0,0,T
11/27/2021,39,27,33,1.3,32,0,T,T,0
11/28/2021,39,18,28.5,-2.8,36,0,0,0,0
11/29/2021,42,20,31,0.1,34,0,T,T,0
11/30/2021,48,26,37,6.5,28,0,0,0,0
12/1/2021,50,29,39.5,9.4,25,0,T,0,0
12/2/2021,51,36,43.5,13.8,21,0,0,0,0
12/3/2021,43,29,36,6.7,29,0,0.12,T,0
12/4/2021,35,27,31,2.1,34,0,0,0,0
12/5/2021,36,31,33.5,4.9,31,0,0.04,T,0
12/6/2021,34,6,20,-8.2,45,0,T,T,0
12/7/2021,22,6,14,-13.9,51,0,T,T,0
12/8/2021,27,16,21.5,-6,43,0,T,T,0
12/9/2021,39,21,30,2.8,35,0,T,T,T
12/10/2021,37,29,33,6.2,32,0,0.74,0,0
12/11/2021,37,29,33,6.5,32,0,0.12,0.4,0
12/12/2021,47,30,38.5,12.3,26,0,0,0,0
12/13/2021,50,26,38,12.1,27,0,0,0,0
12/14/2021,48,25,36.5,10.9,28,0,0,0,0
12/15/2021,68,47,57.5,32.2,7,0,0.01,0,0
12/16/2021,63,25,44,19,21,0,0,0,0
12/17/2021,30,18,24,-0.7,41,0,0,0,0
12/18/2021,32,22,27,2.6,38,0,0,0,0
12/19/2021,31,22,26.5,2.3,38,0,0,0,0
12/20/2021,39,19,29,5.1,36,0,0,0,0
12/21/2021,35,14,24.5,0.9,40,0,0,0,0
12/22/2021,25,12,18.5,-4.9,46,0,0,0,0
12/23/2021,39,20,29.5,6.4,35,0,0,0,0
12/24/2021,47,21,34,11.1,31,0,0.03,0,0
12/25/2021,43,22,32.5,9.9,32,0,T,0,0
12/26/2021,39,17,28,5.6,37,0,0.28,2.3,0
12/27/2021,38,23,30.5,8.3,34,0,0.04,0.2,2
12/28/2021,34,21,27.5,5.5,37,0,0.29,3.3,1
12/29/2021,34,11,22.5,0.8,42,0,0,0,3
12/30/2021,30,10,20,-1.5,45,0,0.01,0.1,3
12/31/2021,30,26,28,6.7,37,0,0.01,0.2,3
1/1/2022,26,14,20,-1.1,45,0,0.04,0.8,3
1/2/2022,17,2,9.5,-11.4,55,0,0,0,4
1/3/2022,20,0,10,-10.7,55,0,0,0,3
1/4/2022,31,16,23.5,2.9,41,0,0,0,3
1/5/2022,31,11,21,0.6,44,0,0.02,0.9,3
1/6/2022,11,-2,4.5,-15.7,60,0,0.01,0.2,4
1/7/2022,13,-8,2.5,-17.5,62,0,0,0,4
1/8/2022,26,9,17.5,-2.4,47,0,T,T,4
1/9/2022,28,7,17.5,-2.2,47,0,0,0,3
1/10/2022,9,-4,2.5,-17.1,62,0,0,0,3
1/11/2022,36,-5,15.5,-4,49,0,0,0,3
1/12/2022,42,27,34.5,15.2,30,0,0,0,3
1/13/2022,40,24,32,12.8,33,0,T,T,3
1/14/2022,32,13,22.5,3.4,42,0,0.01,0.5,3
1/15/2022,18,3,10.5,-8.5,54,0,T,T,3
1/16/2022,22,-1,10.5,-8.5,54,0,T,0.1,3
1/17/2022,29,21,25,6.1,40,0,T,T,3
1/18/2022,36,24,30,11.2,35,0,0,0,3
1/19/2022,34,4,19,0.2,46,0,0,0,3
1/20/2022,9,-5,2,-16.7,63,0,0,0,3
1/21/2022,17,-9,4,-14.7,61,0,0,0,3
1/22/2022,27,14,20.5,1.8,44,0,0.16,3.4,3
1/23/2022,14,2,8,-10.7,57,0,0.08,1.3,7
1/24/2022,17,4,10.5,-8.2,54,0,0.16,1.9,8
1/25/2022,6,-10,-2,-20.8,67,0,0,0,7
1/26/2022,13,-18,-2.5,-21.3,67,0,0,0,7
1/27/2022,35,9,22,3.1,43,0,T,T,7
1/28/2022,17,1,9,-10,56,0,T,T,6
1/29/2022,22,5,13.5,-5.6,51,0,T,T,6
1/30/2022,27,7,17,-2.2,48,0,0,0,6
1/31/2022,31,3,17,-2.3,48,0,0,0,6
2/1/2022,44,20,32,12.6,33,0,0,0,5
2/2/2022,20,8,14,-5.6,51,0,0,0,4
2/3/2022,13,0,6.5,-13.2,58,0,0,0,4
2/4/2022,18,-3,7.5,-12.4,57,0,0.02,0.3,4
2/5/2022,21,-2,9.5,-10.6,55,0,0,0,4
2/6/2022,37,18,27.5,7.2,37,0,T,T,4
2/7/2022,24,14,19,-1.6,46,0,T,T,4
2/8/2022,38,18,28,7.2,37,0,0,0,4
2/9/2022,39,28,33.5,12.4,31,0,T,T,4
2/10/2022,34,23,28.5,7.2,36,0,0.04,0.4,4
2/11/2022,42,14,28,6.4,37,0,0.02,0.2,4
2/12/2022,15,5,10,-11.9,55,0,0,0,4
2/13/2022,14,3,8.5,-13.7,56,0,T,T,4
2/14/2022,24,10,17,-5.6,48,0,T,T,4
2/15/2022,37,10,23.5,0.6,41,0,0,0,3
2/16/2022,46,30,38,14.8,27,0,0.05,0,3
2/17/2022,30,6,18,-5.6,47,0,0,0,2
2/18/2022,37,3,20,-3.9,45,0,0.06,1.3,2
2/19/2022,19,2,10.5,-13.8,54,0,0,0,3
2/20/2022,51,18,34.5,9.8,30,0,0,0,3
2/21/2022,35,25,30,5,35,0,0.01,0,1
2/22/2022,25,16,20.5,-4.9,44,0,0.1,0.5,1
2/23/2022,21,5,13,-12.8,52,0,T,T,1
2/24/2022,22,12,17,-9.2,48,0,0.08,1.8,1
2/25/2022,27,11,19,-7.6,46,0,0.02,0.9,3
2/26/2022,31,8,19.5,-7.5,45,0,0,0,3
2/27/2022,40,22,31,3.6,34,0,0,0,2
2/28/2022,49,22,35.5,7.7,29,0,0,0,2
3/1/2022,49,31,40,11.7,25,0,0,0,1
3/2/2022,46,26,36,7.3,29,0,T,0,0
3/3/2022,32,22,27,-2.1,38,0,0,0,0
3/4/2022,39,21,30,0.5,35,0,0,0,0
3/5/2022,54,34,44,14.1,21,0,1.2,0,0
3/6/2022,52,31,41.5,11.2,23,0,0,0,0
3/7/2022,32,18,25,-5.7,40,0,0.27,4.2,2
3/8/2022,36,11,23.5,-7.7,41,0,0,0,2
3/9/2022,33,21,27,-4.6,38,0,0,0,1
3/10/2022,22,12,17,-15,48,0,0,0,0
3/11/2022,27,9,18,-14.4,47,0,T,T,0
3/12/2022,21,4,12.5,-20.3,52,0,0,0,0
3/13/2022,49,21,35,1.8,30,0,T,0.1,T
3/14/2022,54,32,43,9.4,22,0,0,0,0
3/15/2022,53,28,40.5,6.5,24,0,0,0,0
3/16/2022,66,30,48,13.6,17,0,0,0,0
3/17/2022,53,36,44.5,9.7,20,0,0.13,0,0
3/18/2022,43,32,37.5,2.3,27,0,0.56,0.1,T
3/19/2022,47,28,37.5,1.9,27,0,0.08,0.3,T
3/20/2022,62,25,43.5,7.5,21,0,0,0,0
3/21/2022,75,33,54,17.6,11,0,0,0,0
3/22/2022,48,42,45,8.2,20,0,0.43,0,0
3/23/2022,43,35,39,1.8,26,0,0.55,0,0
3/24/2022,37,32,34.5,-3.1,30,0,0.2,0.2,0
3/25/2022,42,31,36.5,-1.4,28,0,0.01,0.2,0
3/26/2022,31,22,26.5,-11.8,38,0,T,T,0
3/27/2022,32,18,25,-13.7,40,0,0,0,0
3/28/2022,36,14,25,-14.1,40,0,0,0,0
3/29/2022,40,26,33,-6.5,32,0,T,0,0
3/30/2022,53,35,44,4.1,21,0,0.87,0,0
3/31/2022,35,28,31.5,-8.8,33,0,0.37,1.9,1
4/1/2022,46,23,34.5,-6.1,30,0,0,0,1
4/2/2022,39,33,36,-5,29,0,0.29,1.3,0
4/3/2022,48,29,38.5,-2.9,26,0,0.28,0,0
4/4/2022,44,37,40.5,-1.3,24,0,0.05,0,0
4/5/2022,53,38,45.5,3.3,19,0,0.41,0,0
4/6/2022,51,38,44.5,1.9,20,0,0.1,0,0
4/7/2022,45,34,39.5,-3.5,25,0,0.05,T,0
4/8/2022,36,32,34,-9.4,31,0,0.02,0.2,T
4/9/2022,52,30,41,-2.8,24,0,0,0,T
4/10/2022,61,28,44.5,0.3,20,0,0,0,0
4/11/2022,64,37,50.5,5.9,14,0,0,0,0
4/12/2022,66,31,48.5,3.6,16,0,0.09,0,0
4/13/2022,66,35,50.5,5.2,14,0,0.52,0,0
4/14/2022,42,33,37.5,-8.2,27,0,T,T,0
4/15/2022,41,31,36,-10.1,29,0,0,0,0
4/16/2022,43,27,35,-11.5,30,0,0,0,0
4/17/2022,47,24,35.5,-11.4,29,0,T,T,0
4/18/2022,39,32,35.5,-11.8,29,0,0.13,1.2,1
4/19/2022,50,31,40.5,-7.2,24,0,0,0,0
4/20/2022,50,41,45.5,-2.6,19,0,0.14,0,0
4/21/2022,67,38,52.5,4,12,0,T,0,0
4/22/2022,52,37,44.5,-4.4,20,0,0.92,0,0
4/23/2022,81,50,65.5,16.2,0,1,T,0,0
4/24/2022,70,49,59.5,9.8,5,0,0.05,0,0
4/25/2022,49,37,43,-7.1,22,0,0,0,0
4/26/2022,44,28,36,-14.5,29,0,T,T,0
4/27/2022,45,27,36,-14.9,29,0,T,0,0
4/28/2022,49,35,42,-9.3,23,0,0.04,0,0
4/29/2022,64,41,52.5,0.8,12,0,0.06,0,0
4/30/2022,63,48,55.5,3.4,9,0,0.35,0,0
5/1/2022,54,47,50.5,-2,14,0,T,0,0
5/2/2022,51,44,47.5,-5.4,17,0,T,0,0
5/3/2022,49,34,41.5,-11.7,23,0,0.35,0,0
5/4/2022,61,32,46.5,-7.1,18,0,0,0,0
5/5/2022,64,39,51.5,-2.5,13,0,0,0,0
5/6/2022,65,46,55.5,1.1,9,0,0,0,0
5/7/2022,69,37,53,-1.8,12,0,0,0,0
5/8/2022,61,45,53,-2.2,12,0,T,0,0
5/9/2022,83,57,70,14.5,0,5,0,0,0
5/10/2022,90,68,79,23.1,0,14,0.02,0,0
5/11/2022,91,70,80.5,24.2,0,16,0,0,0
5/12/2022,94,73,83.5,26.9,0,19,0,0,0
5/13/2022,92,66,79,22,0,14,0.17,0,0
5/14/2022,86,59,72.5,15.1,0,8,T,0,0
5/15/2022,75,59,67,9.3,0,2,0.02,0,0
5/16/2022,76,51,63.5,5.4,1,0,0,0,0
5/17/2022,68,45,56.5,-2,8,0,T,0,0
5/18/2022,62,49,55.5,-3.3,9,0,0.13,0,0
5/19/2022,82,53,67.5,8.3,0,3,0.02,0,0
5/20/2022,72,53,62.5,3,2,0,0.09,0,0
5/21/2022,64,48,56,-3.9,9,0,0,0,0
5/22/2022,61,44,52.5,-7.8,12,0,0,0,0
5/23/2022,64,38,51,-9.6,14,0,0,0,0
5/24/2022,64,41,52.5,-8.5,12,0,T,0,0
5/25/2022,65,52,58.5,-2.8,6,0,1.45,0,0
5/26/2022,75,60,67.5,5.8,0,3,0.29,0,0
5/27/2022,70,53,61.5,-0.5,3,0,T,0,0
5/28/2022,72,52,62,-0.4,3,0,0,0,0
5/29/2022,86,61,73.5,10.8,0,9,T,0,0
5/30/2022,90,69,79.5,16.4,0,15,0,0,0
5/31/2022,82,68,75,11.6,0,10,T,0,0
6/1/2022,73,56,64.5,0.7,0,0,0,0,0
6/2/2022,76,50,63,-1.1,2,0,0,0,0
6/3/2022,75,47,61,-3.4,4,0,0,0,0
6/4/2022,64,46,55,-9.8,10,0,0.05,0,0
6/5/2022,75,57,66,0.9,0,1,0.38,0,0
6/6/2022,69,54,61.5,-3.9,3,0,0.47,0,0
6/7/2022,76,50,63,-2.7,2,0,0,0,0
6/8/2022,61,49,55,-11.1,10,0,0.85,0,0
6/9/2022,77,49,63,-3.4,2,0,0,0,0
6/10/2022,77,52,64.5,-2.2,0,0,0.04,0,0
6/11/2022,71,58,64.5,-2.5,0,0,0.07,0,0
6/12/2022,76,57,66.5,-0.8,0,2,T,0,0
6/13/2022,79,54,66.5,-1.1,0,2,0.48,T,0
6/14/2022,96,65,80.5,12.6,0,16,0,0,0
6/15/2022,93,67,80,11.9,0,15,1.37,0,0
6/16/2022,88,64,76,7.6,0,11,0,0,0
6/17/2022,82,60,71,2.3,0,6,0,0,0
6/18/2022,76,53,64.5,-4.4,0,0,0,0,0
6/19/2022,84,51,67.5,-1.7,0,3,T,0,0
6/20/2022,92,70,81,11.6,0,16,0,0,0
6/21/2022,94,72,83,13.4,0,18,T,0,0
6/22/2022,84,62,73,3.1,0,8,0,0,0
6/23/2022,87,57,72,1.9,0,7,0,0,0
6/24/2022,90,68,79,8.7,0,14,0,0,0
6/25/2022,75,67,71,0.5,0,6,0.22,0,0
6/26/2022,75,61,68,-2.6,0,3,0,0,0
6/27/2022,77,55,66,-4.8,0,1,0,0,0
6/28/2022,83,56,69.5,-1.5,0,5,0.09,0,0
6/29/2022,86,58,72,0.9,0,7,0,0,0
6/30/2022,90,73,81.5,10.2,0,17,0,0,0
7/1/2022,80,65,72.5,1.1,0,8,0,0,0
7/2/2022,84,55,69.5,-2,0,5,T,0,0
7/3/2022,87,59,73,1.4,0,8,0,0,0
7/4/2022,80,64,72,0.3,0,7,0.77,0,0
7/5/2022,89,69,79,7.2,0,14,1.91,0,0
7/6/2022,81,68,74.5,2.6,0,10,0.01,0,0
7/7/2022,85,63,74,2.1,0,9,0,0,0
7/8/2022,80,62,71,-1,0,6,0.04,0,0
